Project Name,Issue URL,issue number,Closed PR that mention,title
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1173,1173,1177,"""""""""""""""validation"""""""" is needed in available_subsets in the FER2013 dataset loader """""""
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/812,812,825,Move requirements.txt to setup.cfg
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/687,687,689 695,Update TensorFlow 1.14 -> 1.15
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/901,901,905,CI is unstable: it sometimes fails during docker build
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/852,852,871,output_template is broken
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/805,805,807,run.py's trial parameter is not working
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/741,741,774 818 843 844 875,Move code in lmnet directory to blueoil directory.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/25,25,69,Make pull request template
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/346,346,347,Pass_lookup failed to convert some cases
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/203,203,204 205,run.py raise SystemError on object detection task
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/700,700,633,Reduce BDD100K fixture images size
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/612,612,643,generate dataset iterator prefetch flag from Blueoil prefetch flag
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/868,868,942,Improve readability of `blueoil/cmd/predict.py`
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/491,491,495 513,Add a box related module
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/448,448,455,sort import order
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/673,673,674,Change default experiment_id in `blueoil/cmd/train.py`
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/433,433,461,remove LmThingsOnATable class
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/183,183,184,Add option to export npy file
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/245,245,246,Cannot re-training when existing experiment ID is specified
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/711,711,719,Support cosine learning rate scheduling
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/480,480,570 579,rename lmnet/utils/json.py
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/746,746,795 798 837 838,Move code in lmnet/executor directory to blueoil/cmd directory.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/603,603,847,Merge dlk/docs to docs of top directory.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/414,414,494,MscocoObjectDetection does not work.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1026,1026,1064,Make `output_template/python/run.py` work with custom data_processors
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/855,855,856,Import as NNLib is not necessary
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/906,906,943,Error message when failed to load config does not user-friendly
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/117,117,144,Generate Output Template for GPU  Model
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/814,814,828,PULL_REQUEST_TEMPLATE.md is deprecated
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/249,249,886,LMBiSeNet inference test error
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/971,971,982,UserWarning for LmSegnetV1Quantize
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/418,418,423,typo: placeholderes
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/727,727,728 846,Support multinode training on k8s and TFDS preprocessor
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/819,819,820,Variables declaration are missing in usb_camera_demo.py
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/233,233,271,Need to change `Prerequisites` page
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1178,1178,1179,Need a list of PRETRAIN_VARS for fine tuning
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/858,858,862,Move blueoil/nn/quantizations to blueoil/quantizations
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/931,931,955,Documentation: How to quantize
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1007,1007,1008,available_subsets are used as class variable and instance property
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1046,1046,1050,Wrong PYTHONPATH in some documents
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1011,1011,1012,"""""""Remove """"""""network"""""""" and """"""""dataset"""""""" args from blueoil.cmd.train.run()"""""""
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1066,1066,1072 1086,Remove delta-mark
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1174,1174,1185,Add configuration for `FER2013` datasets
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1162,1162,1163,An error happens with no detected bounding box on object detection
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/507,507,587,Remove deprecated warnings
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/946,946,948,"""""""Can we remove a dataset subset type """"""""train_validation_saving""""""""?"""""""
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/602,602,604,Make dlk test executable with pytest command
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/23,23,73,kernel_transform_NHWC_to_HWNoCNi is called every time
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/993,993,994,Misisng __init__.py in some directory.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/881,881,882,Cannot run blueoil init with  enable data augmentation? : No
megvii-research/ICCV2019-LearningToPaint,https://github.com/megvii-research/ICCV2019-LearningToPaint/issues/2,2,1,`python3 baseline/train_renderer.py` call fails
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/251,251,252 250,Fix Ape-X (inconsistent) memory leak
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/247,247,246,Set black code style badge
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/230,230,234,Add all learners to registry to initialize with `build_learner()`
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/123,123,124,"""""""Late fusion MLP CNN should be moved to bitbucket repo"""""""
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/261,261,272,Prevent memory leak caused by converting numpy to tensor
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/277,277,281,Add test code for helper_function
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/129,129,140,Check performance TD3
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/131,131,135,Remove 'Abstract' in abstract class names.
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/222,222,225,Change output type of replay buffer sample
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/263,263,280,Should remove useless flag in run file
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/243,243,272,Modify to use numpy to float tensor method
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/255,255,257,Can't use ResNet in ApeX
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/254,254,256,Don't work to calculate mean of workers score in Apex distributed logger worker
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/242,242,279,Move loss_type to learner_cfg in DQN config files
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/235,235,285,Set package version
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/223,223,227,Detach update_model() from all agents and implement it in separate learner classes.
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/68,68,142,Converting source code for pytorch 1.0.0
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/183,183,276,Add the test code of the replay buffer
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/245,245,246,"""""""Incorporate distributed framework Ape-X and implement Ape-X DQN"""""""
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/249,249,253,Clip a priority to positive value on PER
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/54,54,111,mujoco reacher demo file generation
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/116,116,115,Create a key instead of using str
medipixel/rl_algorithms,https://github.com/medipixel/rl_algorithms/issues/268,268,274,Update torch version <= 1.6
zhou13/lcnn,https://github.com/zhou13/lcnn/issues/53,53,54,Issue with pytorch version
ultralytics/yolov3,https://github.com/ultralytics/yolov3/issues/807,807,818,fuse_conv_and_bn
ultralytics/yolov3,https://github.com/ultralytics/yolov3/issues/141,141,135,Can you add a num_workers option for the Dataloader?
ultralytics/yolov3,https://github.com/ultralytics/yolov3/issues/679,679,688,INCREASING NMS SPEED
hrpan/tetris_mcts,https://github.com/hrpan/tetris_mcts/issues/5,5,6,version details about the project
namisan/mt-dnn,https://github.com/namisan/mt-dnn/issues/152,152,153,Prediction fails with new version of Collater
RobotLocomotion/pytorch-dense-correspondence,https://github.com/RobotLocomotion/pytorch-dense-correspondence/issues/70,70,73 199,"""""""Visualize visdom plots offline after training has finished."""""""
RobotLocomotion/pytorch-dense-correspondence,https://github.com/RobotLocomotion/pytorch-dense-correspondence/issues/166,166,165,Test these notebooks
RobotLocomotion/pytorch-dense-correspondence,https://github.com/RobotLocomotion/pytorch-dense-correspondence/issues/68,68,199,return both masked and non_masked non-matches in the same __getitem__ call
RobotLocomotion/pytorch-dense-correspondence,https://github.com/RobotLocomotion/pytorch-dense-correspondence/issues/74,74,76 199,"""""""Got an image with no mask stopped training"""""""
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2130,2130,2133,RFC: Add configuration section for global feature parameters
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2167,2167,2133,[Hyperopt] Create Hyperopt JSONSchema
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2448,2448,2118 2551,render config failed with key error for combiner registry in v0.5.3-v0.5.5 
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1321,1321,1363 1370 1377,Migrate text features to PyTorch
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2887,2887,2888,Automatically infer `vector_size` when not set explicitly by the user
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1403,1403,1410,Eval batch size does not scale at runtime with train batch size
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/820,820,824,[bug] ErrorScore should operate with tensors
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/973,973,979,Possible bug with calculation of jaccard similarity
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2110,2110,2109,Audio features cause output mismatch between LudwigModel and Torchscripted equivalent
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1911,1911,1912 1929,Normalization with number input feature does not occur with LudwigModel.evaluate() method
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2452,2452,2553,[tests] Ray nightly image tests with pandas+numpy fails with TensorDType error
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2054,2054,2058,Differences in model output between Ray and Local backends.
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2279,2279,2284,"""""""""""""""Error parsing date..."""""""""""""""
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/620,620,608,bug: test_visualization.py::test_visualization_calibration_1_vs_all_output_saved fails with IndexError in seaborn regplot() function
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1479,1479,1669,Log messages generated during training have intermittent formatting errors
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2886,2886,2890,Possible using torch DDP(DistributedDataParallel)?
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2243,2243,2445,Create parity between global defaults and hyperopt defaults
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1341,1341,1344,ValidationError: None is not of type 'string' while loading a trained model
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1009,1009,1011,Preload fails with ludwig 
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1137,1137,1138,`model.set_weights()` with ray backend throws an error when EARLY STOPPING
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2259,2259,2264,Incorrect predictions are produced
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/293,293,294,KeyError: 'tied_weights'
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2465,2465,2524,[Hyperopt] Ensure resource availability for Ray Datasets workloads when running on CPU clusters
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1875,1875,1878,learning_curves plot fails with KeyError with training only statistics generated
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/840,840,846,Caption on training improvement misleading
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1653,1653,1651,Training fails when using column names which conflict with PyTorch ModuleDict attributes e.x. 'to'
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2497,2497,2508,Examples to use large remote dataset(s3 or minio)
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1096,1096,1103,sampled_softmax_cross_entropy broken for machine translation example
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1147,1147,1148,TabNet combiner test failing on nightly
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1281,1281,2139,Address issue that Ludwig often reports root_mean_squared_error_percentage being infinity
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/963,963,964,Iterating over tf.Tensor is extremely slow in set_feature postprocess
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/975,975,994,Train throws AttributeError: module 'tensorflow.keras.losses' has no attribute 'softmax_cross_entropy'
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1940,1940,1941,Twitter bots dataset fails to load most images because 4 channels not supported for JPEG.
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2403,2403,2524,time budget setting doesn't take effect in remote Ray cluster
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1262,1262,1269,Support for distributed training for hyperparameter optimization
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2858,2858,2827 2820,Keep track of which fields in the config were explicitly set by users.
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/484,484,1174,Is it possible to pass 2D numpy arrays as input instead of png/jpg for image classification? 
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/650,650,651,Output overrided in save_savedmodel
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1389,1389,1402,Plateau batch size increase does not correctly update CLI output values
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1331,1331,1391,[ray] Migrate RayExecutor to Ray SGD
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/492,492,497,`skip_save_unprocessed_output` is not available for `LudwigModel.predict`
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2361,2361,2364, [Question] Best practice to use remote storage
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/554,554,555,pytest failure in audio inputs test case in Docker container
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2199,2199,2211,model.predict() fails on goemotions v0.5.3
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1783,1783,1606 2036,"""""""After Python 3.6 support is deprecated upgrade schema validator to use latest JSON spec."""""""
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1404,1404,1410,Allow eval_batch_size=auto in the config
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2228,2228,2238,Flaky tests: tests/ludwig/utils/entmax/test_losses.py::test_loss
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2156,2156,2162,[Hyperopt] Clean up logs
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1613,1613,1663,Training differences between PyTorch and Tensorflow versions of Ludwig
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1185,1185,1189,Latest master expects a test.hdf5 no matter what
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1104,1104,1105,Error training a model for Named Entity Recognition Tagging
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2102,2102,2103,Torchscript module throws error when inputs are exclusively binary features
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/609,609,638,"""""""In preprocessing when .hdf5 is not existing split is ignored"""""""
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1796,1796,1804,Links in the Readme are no longer working
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2483,2483,2485,nightly Ludwig seems use ray air API incorrectly
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1885,1885,1886,ludwig visualize roc_curves fail with KeyError with binary output feature
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2303,2303,2304,Failed`postproc_predictions` calculation in model.evaluate()
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2732,2732,2734,`ludwig.trainers.LightGBMTrainer` has no method `barrier`
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/828,828,829,gpu_memory_limit only works if gpus parameter is specified
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1889,1889,1893,bug: TypeError for float32 in get_dataset_cache when making prediction
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/296,296,367,Normalization for numerical inputs
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2499,2499,2508,TypeError: '>' not supported between instance of 'str' and 'int' when tune_for_memory is True
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/844,844,855,Exporting a savedmodel from a loaded model
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1871,1871,1872,[automl/hyperopt] Intermittent/Frequent issue that model_weights is not written to tune checkpoint directory 
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2066,2066,2069 2460,"""""""Comprehensive Configs: When saving the model export the fullest Ludwig config that includes module-specific parameters"""""""
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/413,413,1669,No output at Kaggle
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1324,1324,1332 1336 1348 1361,Migrate combiner to PyTorch
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1365,1365,1368 1376,Migrate TabNet  to PyTorch
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/350,350,571,Feature Request: add validation loss to tf.summary outputs
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/64,64,103,ludwig fails to work with uppercase extension names such as CSV and JSON
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1492,1492,1589,"""""""Add missing unit tests for all modules encoders decoders and features"""""""
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/960,960,980,Save SavedModel fails for SetInputFeature 
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/560,560,564,Proposal for Example Programs That Illustrate Python APIs
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1040,1040,1042,Hyperopt: Category feature preprocessing in hyperopt raising Attribute Error
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1502,1502,1522,Extensible loss and metric modules
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1914,1914,1933,Fresh install of ludwig does not work without torchtext and torchvision.  Also psutil missing from requirements.txt
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1118,1118,1119,Cannot export saved model
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1374,1374,1379,Remaining cleanup for PyTorch migration
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1323,1323,1327,Migrate time series features to PyTorch
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1134,1134,1138,"""""""Parquet dataset does not have a `self.features` attribute which is needed in the IterableBatcher"""""""
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2124,2124,2126,Tabnet combiner does not compile down to Torchscript
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1460,1460,1633,[torch][ray] Fix distributed metrics computation
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1030,1030,1031,Hyperopt metric_score uses last epoch instead of best epoch 
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/286,286,287,Web service wrapper around ludwig
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1749,1749,1747 1757,Ray integration tests are flaky / timing out with higher frequency.
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/547,547,551,Incorrect formatting of visualization api calls in Ludwig documentation
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2368,2368,2382,Setting validation split probability to 0 causes size errors
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1354,1354,1391,[ray] Use RayDatasets for training
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1991,1991,1992 2015,Evaluation failing because `target` is not integer Tensor.
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1616,1616,1975,Combiner schema do not `dump` empty/partial objects correctly.
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2186,2186,2191,Comparing invalid types to determine reduced learning rate
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2169,2169,2170,Cleanup NumPy array not writeable errors
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/819,819,832 897,"""""""TF2 is slower than TF1 improve speed"""""""
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1197,1197,1198,Is it possible to disable shuffle ?
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1528,1528,2051,[ray] Fix training progress bars
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1181,1181,1326,ZeroDivisionError in audio feature prediction with only  a single record
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1617,1617,1618,[tf-legacy] input_features type mismatch in combiners
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1093,1093,1103,Reported epoch loss value for single output feature model does not match reported epoch combined loss
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2129,2129,2132,RFC: Reorganize split configuration to support time-based split strategy
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2851,2851,2852 2861,encoder bug: missing argument `max_sequence_length` for RoBERTa encoder
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1400,1400,1391,[ray] Use Ray Train trainer for distributed hyperopt
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/1416,1416,1415,[ray] Perform preprocessing before hyperopt when possible
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2144,2144,2175,[Hyperopt] Steps per epoch not being computed correctly
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/268,268,1174,pass image in memory to predict API for image classification
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2308,2308,2328,Metadata mismatch while calculating overall stats
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/2125,2125,2133,RFC: Nesting Refactor for Encoder/Decoder Config 
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/340,340,352,Logging issue when activating Comet contrib
ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig/issues/839,839,982,"""""""decay decay_rate and decay_steps not implemented"""""""
philipperemy/keras-tcn,https://github.com/philipperemy/keras-tcn/issues/119,119,128,model.summary without detail of each layer in tcn 
philipperemy/keras-tcn,https://github.com/philipperemy/keras-tcn/issues/138,138,140,padding='same' and time dimension not specified
philipperemy/keras-tcn,https://github.com/philipperemy/keras-tcn/issues/104,104,105,TCN layer config does not account for layer norm
philipperemy/keras-tcn,https://github.com/philipperemy/keras-tcn/issues/121,121,122,Normalization layer do not get unique names. Unable to save model.
philipperemy/keras-tcn,https://github.com/philipperemy/keras-tcn/issues/5,5,6,Deprecation warnings in keras layers
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/343,343,346,Error in tutorial 4 code section 32 and some minor issue
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/61,61,63,KeyError: '_neighbor_pairs_j'
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/230,230,233,Warnings with latest version of PyTorch
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/226,226,263,Materials Project Training
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/250,250,261,validation batch using more memory than training batch
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/440,440,442,TypeError occurred when train models with the CLI
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/397,397,398,`neighborlist_md` `cutoff_shell` permits atoms to become closer than cutoff?
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/47,47,48,Element wise MeanSquaredError
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/324,324,326,"""""""GPU is being used even with --cuda disabled"""""""
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/430,430,429,tutorial_02_qm9.ipynb crash
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/84,84,87,Force training with angular symmetry functions for clusters with different number of atoms
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/410,410,414,Crash because of `should_rank_save_checkpoint` in `dev` branch
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/31,31,41,"""""""""""""""strict"""""""" argument in md.load_model()"""""""
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/104,104,110,hdnn.py distances not correct for periodically repeated bulk structure
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/165,165,216,Stress tensor
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/1,1,2,cleaning up the parser arguments in schnetpack_qm9.py
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/149,149,150,Evaluation on validation split fails
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/24,24,27,RMSE logging when training data contains molecules of varying sizes
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/384,384,399,Warning for TorchEnvironmentProvider
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/279,279,280,Make create_graph disabling optional
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/239,239,243,"""""""Trainer does not restore """"""""stopped"""""""" state"""""""
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/151,151,152,wrong split argument in evaluation when getting loaders
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/184,184,185 206,TorchEnvironmentProvider
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/44,44,45,Eval mode of all scripts broken by torch.load
