Project Name,Issue URL,issue number,pr that mention,title
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/429,429,419 426 ,fix doc rendering in inference module reference
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/612,612,611 ,Add more configuration options to automatic layouts
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/370,370,366 ,returning test statistic in LDT
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/848,848,849 ,Add dlee0156 for code
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/777,777,859 ,Make LPT reproducible
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/331,331,338 ,Make cosine similarity handling in AutoGMM less fragile
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/761,761,770 ,Parallelize over initializations in `GraphMatch`
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/809,809,810 ,Fix matplotlib version requirement
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/223,223,226 ,Dotted line separating labels in small matrix
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/521,521,522 ,need a docs button in readme
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/1001,1001,1002 ,[BUG] Graph matching errors when similarity matrix has unequal dimensions
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/464,464,463 629 ,Remove global warning suppression
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/425,425,960 ,Graph match API decisions
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/34,34,39 ,scipy.sparse.linalg.svds requires non-int array
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/880,880,895 ,[BUG] Node2Vec Tests are not completely deterministic
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/183,183,189 ,make heatmap ()`title` work with `inner_hier_labels`
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/300,300,341 ,Parallelize FAQ random initializations
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/212,212,225 ,fix load_datasets when installed from PyPI
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/984,984,986 ,Add graph encoder embedding
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/896,896,903 906 ,[BUG] `Networkplot` assumes `node_data` is integer 0...n-1 indexed
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/316,316,472 510 ,Implement Padded SGM algorithm
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/603,603,648 ,Add option to utilize numpy.random.Generator object in sample_edges
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/414,414,419 ,Write tutorials for `align` module
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/59,59,288 ,add diag aug to ASE
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/382,382,539 541 ,Merge pair/scatterplot with GMM ellipse plotting code 
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/910,910,911 913 ,[BUG] gensim-related test failures on dev
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/455,455,421 ,Build pipeline for graspologic
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/140,140,176 ,change semipar and nonpar names?
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/793,793,968 ,[BUG] mug2vec assumes undirected graphs but doesn't check for this
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/286,286,289 ,Implementation for Covariates Assisted Spectual Clustering
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/137,137,130 ,nonpar tutorial unclear
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/422,422,421 ,Update travis file to install package rather than requirements.text
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/79,79,523 ,sparse matrix support
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/571,571,572 ,Type and bounds checking in graph_cuts
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/121,121,127 ,Change output of omni to be a tensor
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/526,526,529 542 ,Add label matching function
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/674,674,675 676 677 ,Add Contributors to List
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/224,224,226 ,Add log10 option to weight transforms in plotting
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/361,361,362 ,.fit() should return self always
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/635,635,639 ,[BUG] Incompatible scikit-learn version
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/726,726,810 753 853 854 ,Make matplotlib version spec more specific
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/321,321,304 338 ,Mask convergence warnings in AutoGMM
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/858,858,960 ,Implement graph matching via optimal transport (GOAT)
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/622,622,623 ,Add pronouns (if desired) in ROLES.md
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/177,177,366 381 ,UnmatchedTest tutorial should be on an unmatched example
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/198,198,200 ,fix test_omni_matrix_random()
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/570,570,709 ,Add tests from statistical connectomics / bilateral symmetry
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/120,120,146 293 296 297 304 349 482 ,signal subgraph
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/966,966,967 ,Add sex information to mice dataset
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/97,97,267 ,known bugs/fixes to make
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/659,659,660 785 ,[BUG] New hyppo version breaks graspologic import
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/566,566,958 ,Node2Vec Enhancements
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/970,970,1017 ,Propose removing I-DAD as a laplacian
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/423,423,421 ,Update setup.py to place upper bound on matplotlib
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/161,161,162 ,bring oos stuff
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/1011,1011,1019 ,Audit test warnings for deprecation warnings
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/618,618,619 ,[BUG] Sklearn update breaks our unit tests
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/116,116,123 ,Function to create degree-corrected SBM
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/815,815,814 ,Unit tests fail when setting svd_seed
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/792,792,960 ,Graph matching code structure discussion
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/287,287,288 ,Modify diag-aug and ASE default
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/454,454,467 481 ,Rename graspy to graspologic
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/842,842,850 ,Automate building release notes
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/507,507,493 535 ,matching test is unstable because of directory path
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/946,946,962 964 ,Numba JITing should happen on import instead of construction
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/550,550,723 ,Add LSE-OMNI
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/100,100,122 ,import edgelists
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/317,317,427 ,Include all options for `palette` in docs.
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/340,340,351 ,Change default for MASE
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/655,655,795 807 ,[BUG] Layouts fail for directed graphs
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/205,205,207 ,GClust bug
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/74,74,85 ,Fix notebooks on netlify
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/356,356,336 362 ,p_value_ inconsistency between latent distribution and latent position tests
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/213,213,282 ,consider having an option for SBM to return a label vector denoting the blocks
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/751,751,753 ,Parallelization on MASE
microsoft/graspologic,https://github.com/microsoft/graspologic/issues/244,244,491 ,Add tutorial for MASE
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/197,197,199 ,supervised_mnist.py error
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/178,178,179 ,refract_count going negative
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/267,267,274 ,TensorboardX Logging
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/565,565,566 ,Continuous printing of torch.Size when using Conv2D
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/362,362,364 ,supervised MNIST example accuacy and GPU issues
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/483,483,484 ,Error in single spike encoding?
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/236,236,237 ,ETH_MNIST is not working correctly 
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/332,332,335 ,how to create feedback connections in bindsnet?
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/467,467,474 ,Google Speech Commands and BindsNET
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/172,172,173 ,Q: Structured input in Poisson?
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/312,312,311 ,Reorganize Examples
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/200,200,206 ,minimal_mnist.py results in AttributeError: 'numpy.ndarray' object has no attribute 'cpu'
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/186,186,187 ,refrac_count going negative part 2
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/539,539,540 ,Call NoneType object!
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/352,352,354 ,Voltage plot of supervised_mnist.py -example has description the wrong way around
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/190,190,191 ,Testing with conv_mnist.py
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/333,333,335 ,Does bindsnet support to forward two different input sets simultaneously ?
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/372,372,386 ,about the test mode
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/577,577,578 ,A (serious) bug preventing RL algorithms to work
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/351,351,354 386 ,Accuracy print-outs of supervised_mnist.py -example seem incorrect
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/202,202,203 ,How to use the rank_order encoding
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/444,444,449 ,Short Term Synaptic Plasticity
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/242,242,243 ,Shape of tensors during convolutions
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/262,262,302 ,BindsNET guide / manual
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/130,130,132 ,Easier way to control learning in networks
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/496,496,500 ,Set torch version to 1.8.1
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/479,479,482 ,Couple of errors in eth_mnist.py
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/245,245,288 ,Minibatch processing
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/212,212,213 ,Weight clamping ineffective
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/204,204,205 ,Reward is not actually accumulated
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/156,156,157 ,"Consistency with nu and nu_post, nu_pre"
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/140,140,141 ,Implementation of MSTDPET is wrong?
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/137,137,136 ,Inconsistency about refractory period with Brian Simulator
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/224,224,225 ,Reward prediction error instead of reward
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/435,435,436 ,Wrong `if` in `bindsnet.network.topology.LocalConnection.compute`
BindsNET/bindsnet,https://github.com/BindsNET/bindsnet/issues/317,317,320 ,missing the attribute: spike_record  From breakout_stdp.py
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/115,115,116 ,rsqrt may not be used
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/953,953,989 ,Document generation process contains error and warning
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/512,512,511 557 ,DLK tests for segmentation fail on Arm with hard_quantize=False
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/904,904,978 ,SSDRandomCrop augmentation option  is not working in classification tutorial.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/441,441,580 ,make build takes > 30min
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1136,1136,1187 ,Missing link in documentation.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/601,601,614 ,Remove lmnet/CONTRIBUTING.md
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/314,314,320 ,Fix generate_consts() in code_generater.py
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/197,197,198 ,Cannot see past training settings.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/528,528,562 563 ,Remove ConcatV2 from DLK
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/482,482,1111 ,add a new option to profile training
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/20,20,33 ,Tutorial for object detection
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/206,206,261 ,Should be python 3 as default on our hosted OS image for De10-Nano
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/343,343,342 ,lmnet train.py raise ModuleNotFoundError when config file is under lmnet directory
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/210,210,501 ,wrong link in dlk README.md
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/355,355,356 357 376 ,Move to Buildkite from Jenkins
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/569,569,584 586 ,Wrong memoryLayout in func_QTZ_binary_channel_wise_mean_scaling
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/139,139,174 ,Semantic Segmentation Tutorial
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/990,990,995 ,Need Python API document for whole blueoil project.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/617,617,861 ,Support multiple labels in networks
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/247,247,888 ,Mismatched order of thresholds for the decreasing function 
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/725,725,726 777 ,training does not hangup in certain conditions
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1205,1205,1204 1206 1197 1211 ,Support GCS I/O
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1194,1194,1195 ,In case of really small dataset. MAX_STEPS can be less than 1 and lead to error.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/908,908,1068 ,make an inference faster in python
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/772,772,1060 ,Pillow version has different resizing results
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/322,322,257 ,Improve performance of TensorView::operator()
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/267,267,268 ,Test pep8-dlk failed
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1028,1028,1033 ,Cannot run inference again witout reboot after FPGA was stuck
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/57,57,129 ,Add favicon to documentation site
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/949,949,954 ,Need equation support in Documentation
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/676,676,678 ,The configuration file cannot be read when running lmnet with GKE.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/965,965,977 ,Object Detection tutorial dataset don't have specific varidation set
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/94,94,96 102 ,generic code type issue (ARM binary)
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/436,436,936 1013 ,Unify dlk build system
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/573,573,572 583 ,Typo (output_roor_dir)
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/420,420,449 ,Too many duplicated load_image(filename) functions
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/924,924,928 ,The flag of FUNC_TIME_MEASUREMENT should be set in compiling all ELF files
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/477,477,490 510 511 518 519 520 793 ,DLK test cases are complicated
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/532,532,642 ,Separate dlk/core/operators.py
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/498,498,572 ,unify docstring style to Google style
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1157,1157,1161 ,Lookup without DivideBy255 pre-processor
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/476,476,522 ,Reduce memory usage in float conv2d
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/533,533,538 ,Remove . gitignore file in lmnet.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/163,163,167 ,Support sigmoid operation 
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/95,95,96 ,ARM binary bug(?)
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/964,964,976 ,Object Detection tutorial command failed when validation dataset path is empty.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/319,319,330 358 360 ,Document how to measure inference speed.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/876,876,882 ,Remove whaaaaat dependency
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/362,362,364 ,Kernel Initializer is not passed into conv2D
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/335,335,521 552 556 ,Test for AArch64
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/509,509,461 ,Dataset Class __getitem__ method should be unit tested
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/323,323,308 ,Apply Quantize First Layer for Classification and Segmentation
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/909,909,957 ,lm_fpga.elf sometimes fails with classification
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/40,40,73 465 ,dlk jenkins output fatal: Not a a git repository
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/929,929,986 1001 1019 ,inference: run.py time measurement include library load
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/568,568,635 ,Model class is not necessary anymore
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/138,138,28 ,Optimizer Selection
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/991,991,1000 ,List up current network specification
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/60,60,103 ,Coordinates of gt_boxes are invariant after augmentation related to coordinates transformation
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1224,1224,1225 ,Stop to save config.yaml
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/704,704,682 ,Avoid the implementation depended on the order of dict
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/968,968,969 ,Blueoil documentation is broken
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/99,99,100 ,redundant or bug branch instruction (not for FPGA version)
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/712,712,724 ,Rename generated library name
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/529,529,541 ,Remove lmnet auto generated documents
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/483,483,486 ,remove wget from docker image
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/21,21,42 ,semantic segmentation support
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/315,315,316 ,Save checkpoint on Sigterm wanted
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/801,801,827 ,Dataset directory issue in Keypoint Detection 
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/417,417,682 705 706 ,print() is not suitable for logging
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/505,505,598 825 ,Unify requirements.txt
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1176,1176,1177 ,Fix shapes of FER2013 dataset loader
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1121,1121,1122 ,OUTPUT_DIR with the gcs path does not work
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/397,397,400 ,Fix round
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1208,1208,1209 ,Failed to build TFDS with openimages dataset
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/10,10,17 ,There are no CI badges in README file
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1192,1192,1199 ,The format specifier of std::sprintf is incorrect
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/762,762,786 847 ,Move and rename dlk to blueoil/converter
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/735,735,745 ,Wrong naming of predicted class directory in prediction of classification task
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/220,220,223 ,Use tf.io.gfile.GFile when reading inputs
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1002,1002,1005 ,Support TFDS format for Segmentation
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/467,467,499 ,duplicated definition of shape method in Operator class
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/575,575,576 606 ,Some DLK tests are failed by timeout because time of DLK tests became longer
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/133,133,143 ,Pre-compute batch normalization scale and shift
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/830,830,886 889 ,Verify LMBiSeNet runs on DE10-Nano
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/113,113,903 ,Add example config files and source codes
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/328,328,329 ,BxB README Images are broken
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/778,778,827 ,Verify Keypoint Detection Tutorial Documentation
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/451,451,453 ,Test failed on a server which has no dataset in specific directory
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/781,781,782 783 795 ,Remove convert_weight_from_darknet related scripts
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1167,1167,1168 ,Incompatible version `absl-py`
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/152,152,222 ,Generic quantized multiplication is probably wrong
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/502,502,501 ,DLK docker is no longer used
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1188,1188,1202 ,update for docs? (about python command)
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/369,369,388 ,Some links are broken
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/806,806,807 ,Benchmark time calculation is incorrect with using trial
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/410,410,450 ,Remove Python 3.5 support
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/484,484,1072 ,remove pandas dependency
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/715,715,717 ,"TF1.15.0 has AddV2, TF1.14.0 had Add - compiler throws error"
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/980,980,921 ,Want fixures out of repo
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/646,646,677 ,"Fix os.rename(output, output_file_path) in blueoil/cmd/convert.py"
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/703,703,716 ,Optimize QuantizedConv2D_ApplyScalingFactor
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/979,979,981 983 984 985 987 988 ,Include `blueoil/converter` and `tests/converter` in pep8 test
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/88,88,93 176 177 180 ,Missing Semantic Segmentation Interface
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/884,884,882 ,Blueoil init always apply quantization at the first layer
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/492,492,493 ,remove imagemagick from Dockerfile
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/169,169,170 ,OverflowError: Python int too large to convert to C long
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/305,305,306 ,DLK tests don't use blueoil's output FPGA files.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/997,997,1049 ,Make OUTPUT_DIR and DATA_DIR as command option
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1222,1222,1223 ,Network::run() should take void* (or byte*) instead of float*
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/702,702,1027 ,Optimize Add implementation
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1058,1058,1059 1070 ,fix python code as below
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1234,1234,1235 ,BinaryMeanScalingQuantizer could return zero wrongly
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/190,190,321 ,Update DE10-Nano OS Image for New IP
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/939,939,958 ,yaml.load() args are deprecated
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/27,27,119 ,WIDER_FACE dataset includes some 0 size bounding boxes
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/485,485,688 1055 ,consider to remove matplotlib dependency
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/256,256,258 ,The use gfile to read/write configs is not overwriting the old saved config
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/743,743,744 764 1210 ,Unit test for converter C++ runtime
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/692,692,952 ,Add unit tests for `profile_model.py`
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/368,368,379 ,No queue import compatibility on usb_camera_demo.py
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1218,1218,1219 ,Remove output_event.py 
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1189,1189,1190 ,g++ versions are not same in each architecture
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/796,796,799 802 810 811 813 815 821 822 823 824 826 832 833 834 835 839 840 841 ,Move lmnet/lmnet to blueoil/*
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/542,542,936 ,Choose make or cmake to maintaine for DLK
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/407,407,409 ,Remove ONNX code
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/684,684,688 ,Use symbolic link instead of duplicating for files in `output_template/python/lmnet`
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1042,1042,1063 1106 ,Support FPGA with 64bit ARM processor
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1107,1107,1214 ,We should use relative comparing in testing model
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1238,1238,1239 ,install.md need to be updated
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/574,574,659 670 ,Rename QTZ_binary_channel_wise_mean_scaling and other quantizers
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1003,1003,1000 1004 ,Support table in markdown file
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/489,489,496 ,Use enum class instead of struct for de10_nano::Csr
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/173,173,175 ,Concat network compile error by invalid type
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/523,523,525 ,If set optional classes on MscocoObjectDetection then fail to instantiate.
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/734,734,736 ,Files under blueoil/dlk/scripts aren't necessary anymore
blue-oil/blueoil,https://github.com/blue-oil/blueoil/issues/1078,1078,1079 ,Avoid error comes from floating point literal decimal representation in code generation
